#{"t_start": 1746947258.6964107, "env_id": "None"}
r,l,t
1.0,1,20.305686
1.0,1,20.30637
1.0,1,20.307069
1.0,1,20.307858
1.0,1,20.308641
1.0,1,20.309296
1.0,1,20.309917
1.0,1,20.310579
1.0,1,20.311198
1.0,1,20.311877
1.0,1,20.312531
1.0,1,20.313195
1.0,1,20.31389
1.0,1,20.314543
1.0,1,20.315164
1.0,1,20.315819
1.0,1,20.316478
1.0,1,20.317166
-1.0,1,20.317935
1.0,1,20.318742
1.0,1,20.319396
1.0,1,20.320048
1.0,1,20.320707
1.0,1,20.321363
1.0,1,20.322014
1.0,1,20.322661
1.0,1,20.323313
-1.0,1,20.323933
1.0,1,20.324588
1.0,1,20.325219
1.0,1,20.325864
-1.0,1,20.326538
1.0,1,20.327275
1.0,1,20.327918
1.0,1,20.328735
-1.0,1,20.329391
1.0,1,20.330013
1.0,1,20.330673
1.0,1,20.331326
-1.0,1,20.331947
1.0,1,20.3326
1.0,1,20.333246
-1.0,1,20.333869
-1.0,1,20.334526
-1.0,1,20.33515
1.0,1,20.335811
-1.0,1,20.336472
-1.0,1,20.337157
1.0,1,20.337849
1.0,1,20.338608
1.0,1,20.339255
1.0,1,20.339904
1.0,1,20.340603
1.0,1,20.341277
1.0,1,20.341921
1.0,1,20.342572
1.0,1,20.343192
-1.0,1,20.343847
1.0,1,20.344509
1.0,1,20.345159
1.0,1,20.345818
1.0,1,20.346476
1.0,1,20.347161
1.0,1,20.347902
1.0,1,20.348674
1.0,1,20.349331
1.0,1,20.349954
1.0,1,20.350635
1.0,1,20.351357
1.0,1,20.351977
1.0,1,20.352635
-1.0,1,20.353287
1.0,1,20.353911
1.0,1,20.354569
1.0,1,20.355189
1.0,1,20.355847
1.0,1,20.356505
1.0,1,20.357195
1.0,1,20.357885
-1.0,1,20.358647
-1.0,1,20.3593
1.0,1,20.35992
1.0,1,20.360577
-1.0,1,20.361269
1.0,1,20.361898
1.0,1,20.362547
1.0,1,20.363168
-1.0,1,20.363822
1.0,1,20.364477
-1.0,1,20.365098
1.0,1,20.36575
1.0,1,20.366474
1.0,1,20.367284
1.0,1,20.368026
-1.0,1,20.368779
1.0,1,20.369451
-1.0,1,20.370075
1.0,1,20.37073
1.0,1,20.371386
1.0,1,20.372008
1.0,1,20.372662
1.0,1,20.373668
-1.0,1,20.374635
-1.0,1,20.37551
1.0,1,20.376193
1.0,1,20.376951
1.0,1,20.377769
1.0,1,20.378558
-1.0,1,20.37928
1.0,1,20.379908
1.0,1,20.380624
1.0,1,20.381393
1.0,1,20.38207
1.0,1,20.38272
1.0,1,20.38338
1.0,1,20.384004
1.0,1,20.384656
-1.0,1,20.38531
1.0,1,20.385935
1.0,1,20.38659
-1.0,1,20.38737
-1.0,1,20.388083
1.0,1,20.388819
1.0,1,20.389477
1.0,1,20.390105
1.0,1,20.390764
1.0,1,20.39149
1.0,1,20.392172
1.0,1,20.392838
1.0,1,20.393494
1.0,1,20.394117
1.0,1,20.394776
-1.0,1,20.395439
1.0,1,20.396065
1.0,1,20.396724
1.0,1,20.397485
1.0,1,20.398175
1.0,1,20.39887
-1.0,1,20.399531
1.0,1,20.400155
1.0,1,20.400826
1.0,1,20.40149
1.0,1,20.402115
-1.0,1,20.402775
1.0,1,20.403437
1.0,1,20.404084
1.0,1,20.40474
1.0,1,20.405401
1.0,1,20.406026
1.0,1,20.406682
1.0,1,20.407465
1.0,1,20.408167
1.0,1,20.408872
1.0,1,20.409586
1.0,1,20.410267
1.0,1,20.410892
-1.0,1,20.411546
-1.0,1,20.412172
1.0,1,20.41283
1.0,1,20.413488
1.0,1,20.414109
1.0,1,20.414761
1.0,1,20.41542
1.0,1,20.416044
1.0,1,20.416697
1.0,1,20.417476
1.0,1,20.41816
1.0,1,20.41885
-1.0,1,20.419507
-1.0,1,20.420131
-1.0,1,20.42079
1.0,1,20.421448
1.0,1,20.42208
1.0,1,20.422732
1.0,1,20.423386
1.0,1,20.424009
1.0,1,20.424659
1.0,1,20.425313
-1.0,1,20.425935
1.0,1,20.426588
1.0,1,20.427368
1.0,1,20.428023
-1.0,1,20.428794
-1.0,1,20.42945
1.0,1,20.430073
1.0,1,20.430727
1.0,1,20.431381
1.0,1,20.432005
1.0,1,20.432656
1.0,1,20.433366
-1.0,1,20.434042
1.0,1,20.4347
1.0,1,20.435362
1.0,1,20.435984
1.0,1,20.436685
-1.0,1,20.437513
1.0,1,20.438295
1.0,1,20.438942
1.0,1,20.439605
1.0,1,20.440261
1.0,1,20.440893
1.0,1,20.44155
1.0,1,20.442175
1.0,1,20.442858
1.0,1,20.443524
-1.0,1,20.444154
1.0,1,20.444814
1.0,1,20.445475
1.0,1,20.446102
1.0,1,20.446757
1.0,1,20.447525
1.0,1,20.448344
1.0,1,20.449018
1.0,1,20.44967
1.0,1,20.450327
1.0,1,20.450949
1.0,1,20.451606
1.0,1,20.452256
-1.0,1,20.452885
1.0,1,20.453537
-1.0,1,20.454156
-1.0,1,20.454811
1.0,1,20.455466
1.0,1,20.45609
1.0,1,20.4568
1.0,1,20.457624
1.0,1,20.458411
1.0,1,20.459048
-1.0,1,20.459749
1.0,1,20.460433
1.0,1,20.46126
-1.0,1,20.461888
1.0,1,20.462542
1.0,1,20.463168
1.0,1,20.463821
1.0,1,20.464478
1.0,1,20.465104
-1.0,1,20.465768
1.0,1,20.46643
1.0,1,20.467099
1.0,1,20.467851
1.0,1,20.468626
-1.0,1,20.469277
1.0,1,20.469902
1.0,1,20.470555
1.0,1,20.471175
1.0,1,20.471837
-1.0,1,20.472492
1.0,1,20.47312
1.0,1,20.473769
-1.0,1,20.474467
1.0,1,20.475091
1.0,1,20.475745
1.0,1,20.476404
1.0,1,20.477067
1.0,1,20.477777
1.0,1,20.478534
-1.0,1,20.479156
1.0,1,20.479808
1.0,1,20.48046
1.0,1,20.481151
1.0,1,20.481812
1.0,1,20.482467
1.0,1,20.48309
1.0,1,20.48381
1.0,1,20.484649
1.0,1,20.485308
1.0,1,20.485936
1.0,1,20.486589
1.0,1,20.487438
1.0,1,20.488165
1.0,1,20.48889
1.0,1,20.489545
1.0,1,20.49017
1.0,1,20.490828
1.0,1,20.491485
1.0,1,20.49211
1.0,1,20.492822
-1.0,1,20.493478
1.0,1,20.494102
-1.0,1,20.494807
-1.0,1,20.495553
1.0,1,20.496175
1.0,1,20.496831
1.0,1,20.49759
1.0,1,20.498425
1.0,1,20.499098
-1.0,1,20.499751
-1.0,1,20.500416
1.0,1,20.50104
1.0,1,20.501731
1.0,1,20.502409
1.0,1,20.50309
1.0,1,20.5038
1.0,1,20.504458
1.0,1,20.505086
1.0,1,20.505742
-1.0,1,20.50651
1.0,1,20.50736
1.0,1,20.508226
1.0,1,20.508967
1.0,1,20.509669
1.0,1,20.510383
-1.0,1,20.51101
1.0,1,20.511662
1.0,1,20.512325
-1.0,1,20.513002
1.0,1,20.513769
1.0,1,20.514488
1.0,1,20.515111
1.0,1,20.515813
-1.0,1,20.516529
1.0,1,20.517335
-1.0,1,20.518024
1.0,1,20.518767
1.0,1,20.519425
1.0,1,20.520049
1.0,1,20.520767
1.0,1,20.521553
1.0,1,20.522179
1.0,1,20.522841
1.0,1,20.523497
1.0,1,20.524122
1.0,1,20.524791
-1.0,1,20.525454
1.0,1,20.526083
1.0,1,20.526746
1.0,1,20.527572
-1.0,1,20.528355
1.0,1,20.528985
1.0,1,20.529645
1.0,1,20.530307
1.0,1,20.530961
-1.0,1,20.531623
1.0,1,20.53228
1.0,1,20.53292
1.0,1,20.533583
1.0,1,20.534218
1.0,1,20.53487
1.0,1,20.535539
1.0,1,20.536167
1.0,1,20.536824
1.0,1,20.537588
1.0,1,20.538345
1.0,1,20.538971
1.0,1,20.539628
-1.0,1,20.543062
1.0,1,20.543729
1.0,1,20.544398
1.0,1,20.545031
1.0,1,20.54571
1.0,1,20.546374
1.0,1,20.547031
-1.0,1,20.547804
1.0,1,20.548604
1.0,1,20.549263
-1.0,1,20.549899
1.0,1,20.550565
1.0,1,20.551204
1.0,1,20.551868
1.0,1,20.552529
-1.0,1,20.55316
1.0,1,20.55382
1.0,1,20.554493
1.0,1,20.555122
1.0,1,20.555782
1.0,1,20.556446
1.0,1,20.557266
1.0,1,20.557928
1.0,1,20.558699
-1.0,1,20.559361
1.0,1,20.559991
-1.0,1,20.560651
1.0,1,20.561306
1.0,1,20.561937
1.0,1,20.562602
1.0,1,20.563259
1.0,1,20.563893
1.0,1,20.564553
1.0,1,20.565183
1.0,1,20.565842
1.0,1,20.566504
-1.0,1,20.567268
-1.0,1,20.568054
1.0,1,20.568805
1.0,1,20.569467
-1.0,1,20.570097
1.0,1,20.570757
-1.0,1,20.571419
1.0,1,20.572051
1.0,1,20.572715
1.0,1,20.573376
-1.0,1,20.574004
1.0,1,20.574661
1.0,1,20.575319
1.0,1,20.575946
1.0,1,20.576606
1.0,1,20.577368
1.0,1,20.578031
1.0,1,20.578769
1.0,1,20.579496
1.0,1,20.580152
1.0,1,20.580815
1.0,1,20.581478
-1.0,1,20.582114
1.0,1,20.582773
-1.0,1,20.583438
-1.0,1,20.584069
1.0,1,20.584728
1.0,1,20.585391
1.0,1,20.58602
1.0,1,20.586675
1.0,1,20.587534
1.0,1,20.588323
1.0,1,20.58899
1.0,1,20.589648
1.0,1,20.590311
-1.0,1,20.590938
1.0,1,20.591603
1.0,1,20.592259
1.0,1,20.59289
1.0,1,20.593554
1.0,1,20.594184
1.0,1,20.594846
1.0,1,20.595573
1.0,1,20.596247
1.0,1,20.596884
1.0,1,20.597697
1.0,1,20.598476
1.0,1,20.599106
1.0,1,20.599767
-1.0,1,20.600441
-1.0,1,20.601073
-1.0,1,20.601737
1.0,1,20.602402
1.0,1,20.603033
1.0,1,20.603693
1.0,1,20.604352
1.0,1,20.604983
-1.0,1,20.605646
-1.0,1,20.606306
1.0,1,20.606935
1.0,1,20.607774
1.0,1,20.608568
1.0,1,20.609197
1.0,1,20.609941
1.0,1,20.610607
-1.0,1,20.611267
1.0,1,20.611898
-1.0,1,20.612559
1.0,1,20.61319
1.0,1,20.613848
-1.0,1,20.614533
1.0,1,20.615162
1.0,1,20.615841
1.0,1,20.6165
1.0,1,20.617191
-1.0,1,20.617887
1.0,1,20.618665
1.0,1,20.619327
-1.0,1,20.619953
1.0,1,20.620618
1.0,1,20.621303
-1.0,1,20.62193
1.0,1,20.62262
-1.0,1,20.623274
1.0,1,20.623903
1.0,1,20.62457
1.0,1,20.625244
1.0,1,20.62588
1.0,1,20.626561
-1.0,1,20.627313
1.0,1,20.627968
1.0,1,20.628715
1.0,1,20.629375
1.0,1,20.630002
-1.0,1,20.630659
1.0,1,20.631315
-1.0,1,20.631941
-1.0,1,20.632598
1.0,1,20.63325
1.0,1,20.633883
-1.0,1,20.634541
1.0,1,20.635172
1.0,1,20.63583
-1.0,1,20.636526
1.0,1,20.637318
1.0,1,20.637969
1.0,1,20.638748
-1.0,1,20.63941
1.0,1,20.640046
1.0,1,20.640703
1.0,1,20.641357
-1.0,1,20.641981
-1.0,1,20.642634
1.0,1,20.643286
1.0,1,20.643911
1.0,1,20.644569
1.0,1,20.645194
1.0,1,20.64585
1.0,1,20.646507
1.0,1,20.647196
-1.0,1,20.647904
1.0,1,20.6487
1.0,1,20.649356
1.0,1,20.649982
1.0,1,20.650637
1.0,1,20.651289
1.0,1,20.65191
1.0,1,20.652562
1.0,1,20.653187
1.0,1,20.653894
-1.0,1,20.654587
1.0,1,20.655225
1.0,1,20.655869
1.0,1,20.656523
1.0,1,20.657224
1.0,1,20.6579
1.0,1,20.658673
1.0,1,20.659328
1.0,1,20.659948
-1.0,1,20.660607
1.0,1,20.661257
1.0,1,20.661883
-1.0,1,20.662537
1.0,1,20.663162
1.0,1,20.663817
1.0,1,20.664478
-1.0,1,20.665105
1.0,1,20.665759
1.0,1,20.666481
1.0,1,20.667276
1.0,1,20.668013
1.0,1,20.668755
1.0,1,20.669412
-1.0,1,20.670035
-1.0,1,20.670688
1.0,1,20.671345
1.0,1,20.671969
1.0,1,20.672624
1.0,1,20.673272
1.0,1,20.673896
1.0,1,20.674552
1.0,1,20.675272
-1.0,1,20.675896
1.0,1,20.67655
1.0,1,20.677274
1.0,1,20.677932
1.0,1,20.678687
1.0,1,20.679405
1.0,1,20.680051
1.0,1,20.680705
1.0,1,20.681355
1.0,1,20.681979
1.0,1,20.682637
1.0,1,20.683287
1.0,1,20.68391
1.0,1,20.684593
1.0,1,20.685242
1.0,1,20.685871
1.0,1,20.686527
1.0,1,20.687272
1.0,1,20.688042
1.0,1,20.688788
-1.0,1,20.689445
1.0,1,20.690071
1.0,1,20.690727
1.0,1,20.691381
1.0,1,20.692004
1.0,1,20.692654
1.0,1,20.693402
1.0,1,20.694118
-1.0,1,20.694808
-1.0,1,20.695487
1.0,1,20.696186
1.0,1,20.696976
1.0,1,20.697834
1.0,1,20.698657
1.0,1,20.699336
-1.0,1,20.699978
1.0,1,20.700633
1.0,1,20.701345
1.0,1,20.702066
-1.0,1,20.702767
-1.0,1,20.703424
1.0,1,20.704046
1.0,1,20.704698
1.0,1,20.705358
1.0,1,20.705982
1.0,1,20.706684
1.0,1,20.707499
-1.0,1,20.708306
1.0,1,20.708963
1.0,1,20.70962
1.0,1,20.710295
1.0,1,20.710952
1.0,1,20.711607
1.0,1,20.712266
1.0,1,20.712941
1.0,1,20.713603
1.0,1,20.714271
-1.0,1,20.714915
1.0,1,20.71557
1.0,1,20.716194
1.0,1,20.716844
1.0,1,20.717648
1.0,1,20.718541
1.0,1,20.719224
1.0,1,20.719888
1.0,1,20.720564
1.0,1,20.721216
1.0,1,20.721878
-1.0,1,20.722549
1.0,1,20.723188
1.0,1,20.723856
-1.0,1,20.724526
-1.0,1,20.725164
1.0,1,20.725834
1.0,1,20.726513
1.0,1,20.727251
1.0,1,20.728033
1.0,1,20.728782
1.0,1,20.72947
1.0,1,20.730105
1.0,1,20.730772
1.0,1,20.731464
1.0,1,20.732102
1.0,1,20.732771
1.0,1,20.733581
-1.0,1,20.734259
1.0,1,20.7349
-1.0,1,20.73555
1.0,1,20.73617
1.0,1,20.73682
1.0,1,20.7376
1.0,1,20.738365
1.0,1,20.738993
1.0,1,20.739642
1.0,1,20.740296
1.0,1,20.740928
1.0,1,20.74157
1.0,1,20.742187
-1.0,1,20.742833
1.0,1,20.743474
-1.0,1,20.744106
-1.0,1,20.744752
1.0,1,20.74539
1.0,1,20.746016
1.0,1,20.746662
1.0,1,20.747416
1.0,1,20.748079
1.0,1,20.748791
1.0,1,20.749427
1.0,1,20.750075
1.0,1,20.750727
-1.0,1,20.751362
1.0,1,20.751988
1.0,1,20.752635
-1.0,1,20.753268
1.0,1,20.753895
1.0,1,20.754542
1.0,1,20.755154
1.0,1,20.755795
1.0,1,20.756449
1.0,1,20.757196
1.0,1,20.757992
1.0,1,20.75879
1.0,1,20.75943
1.0,1,20.760057
-1.0,1,20.760705
1.0,1,20.761494
1.0,1,20.762126
1.0,1,20.762775
1.0,1,20.763412
1.0,1,20.764059
1.0,1,20.764707
1.0,1,20.765342
1.0,1,20.76597
1.0,1,20.766622
1.0,1,20.767377
1.0,1,20.768092
1.0,1,20.768811
-1.0,1,20.769481
1.0,1,20.770128
-1.0,1,20.770778
-1.0,1,20.771419
1.0,1,20.772051
1.0,1,20.772789
1.0,1,20.773489
1.0,1,20.774169
1.0,1,20.774826
-1.0,1,20.775527
-1.0,1,20.776144
1.0,1,20.776795
1.0,1,20.777616
1.0,1,20.778407
1.0,1,20.779085
1.0,1,20.779791
1.0,1,20.780431
-1.0,1,20.781107
1.0,1,20.781793
1.0,1,20.782434
1.0,1,20.783093
1.0,1,20.783808
1.0,1,20.784447
1.0,1,20.785075
1.0,1,20.785722
1.0,1,20.786364
1.0,1,20.787001
1.0,1,20.787793
1.0,1,20.788571
1.0,1,20.789187
1.0,1,20.78986
-1.0,1,20.790518
1.0,1,20.791178
1.0,1,20.791827
-1.0,1,20.79247
1.0,1,20.7931
-1.0,1,20.793816
1.0,1,20.794552
1.0,1,20.795185
-1.0,1,20.795832
1.0,1,20.796474
1.0,1,20.797197
-1.0,1,20.797916
-1.0,1,20.798684
1.0,1,20.79932
1.0,1,20.800021
1.0,1,20.80067
1.0,1,20.801371
1.0,1,20.80202
-1.0,1,20.802667
-1.0,1,20.803303
1.0,1,20.803926
1.0,1,20.804576
1.0,1,20.805188
1.0,1,20.805833
1.0,1,20.806468
1.0,1,20.807178
1.0,1,20.807916
-1.0,1,20.808697
1.0,1,20.809334
1.0,1,20.809959
-1.0,1,20.810633
1.0,1,20.811269
1.0,1,20.811933
1.0,1,20.812604
1.0,1,20.813218
1.0,1,20.813865
-1.0,1,20.814511
1.0,1,20.81513
1.0,1,20.815779
-1.0,1,20.816437
1.0,1,20.817114
1.0,1,20.817861
1.0,1,20.818606
1.0,1,20.819223
1.0,1,20.819865
1.0,1,20.820513
-1.0,1,20.821133
1.0,1,20.821777
1.0,1,20.822412
1.0,1,20.823036
1.0,1,20.82368
-1.0,1,20.824334
1.0,1,20.824961
1.0,1,20.825606
1.0,1,20.826219
1.0,1,20.826867
1.0,1,20.827668
1.0,1,20.828424
1.0,1,20.82905
1.0,1,20.829694
1.0,1,20.830328
1.0,1,20.830955
1.0,1,20.831604
1.0,1,20.832217
1.0,1,20.832865
-1.0,1,20.833534
1.0,1,20.834152
1.0,1,20.834797
1.0,1,20.835452
1.0,1,20.836079
1.0,1,20.836725
1.0,1,20.837478
1.0,1,20.838158
1.0,1,20.838873
-1.0,1,20.839524
1.0,1,20.840143
1.0,1,20.840791
-1.0,1,20.841429
1.0,1,20.842057
-1.0,1,20.842707
1.0,1,20.843342
-1.0,1,20.843968
1.0,1,20.844614
1.0,1,20.845225
1.0,1,20.845872
1.0,1,20.846516
1.0,1,20.847194
1.0,1,20.84792
-1.0,1,20.848686
-1.0,1,20.849323
1.0,1,20.849948
1.0,1,20.850603
1.0,1,20.851221
1.0,1,20.851871
-1.0,1,20.852516
1.0,1,20.853132
1.0,1,20.853849
1.0,1,20.854662
1.0,1,20.855349
-1.0,1,20.855974
1.0,1,20.856667
1.0,1,20.857518
1.0,1,20.85831
1.0,1,20.859075
-1.0,1,20.859859
1.0,1,20.860633
1.0,1,20.861377
1.0,1,20.862024
-1.0,1,20.862808
1.0,1,20.863505
-1.0,1,20.864119
1.0,1,20.864914
-1.0,1,20.865612
-1.0,1,20.866249
-1.0,1,20.866942
1.0,1,20.867762
-1.0,1,20.86854
1.0,1,20.869212
1.0,1,20.869908
1.0,1,20.870621
1.0,1,20.871315
1.0,1,20.871942
1.0,1,20.872591
-1.0,1,20.873209
1.0,1,20.8739
-1.0,1,20.874609
1.0,1,20.875282
1.0,1,20.875913
1.0,1,20.876561
1.0,1,20.877241
1.0,1,20.87792
1.0,1,20.878701
1.0,1,20.879338
1.0,1,20.879968
1.0,1,20.88062
1.0,1,20.881257
1.0,1,20.881886
1.0,1,20.88254
1.0,1,20.883163
1.0,1,20.883815
1.0,1,20.884479
1.0,1,20.885107
1.0,1,20.885754
1.0,1,20.886393
-1.0,1,20.887031
-1.0,1,20.887845
1.0,1,20.888605
1.0,1,20.889223
1.0,1,20.889872
-1.0,1,20.890524
-1.0,1,20.891143
1.0,1,20.891785
1.0,1,20.892421
1.0,1,20.893046
1.0,1,20.89369
1.0,1,20.894325
1.0,1,20.894948
1.0,1,20.895596
1.0,1,20.89621
-1.0,1,20.896858
1.0,1,20.897615
1.0,1,20.898334
-1.0,1,20.899029
1.0,1,20.899677
1.0,1,20.900317
1.0,1,20.900947
1.0,1,20.901599
1.0,1,20.902364
1.0,1,20.903042
1.0,1,20.903695
1.0,1,20.904331
1.0,1,20.904959
-1.0,1,20.905615
1.0,1,20.906251
1.0,1,20.906883
1.0,1,20.907674
-1.0,1,20.908438
1.0,1,20.909065
1.0,1,20.90971
1.0,1,20.910348
1.0,1,20.910978
1.0,1,20.911646
1.0,1,20.912327
1.0,1,20.912961
1.0,1,20.913611
1.0,1,20.914224
-1.0,1,20.914874
1.0,1,20.91552
1.0,1,20.91614
1.0,1,20.916792
1.0,1,20.917541
-1.0,1,20.91822
1.0,1,20.918903
1.0,1,20.919551
1.0,1,20.920169
-1.0,1,20.920819
1.0,1,20.921457
1.0,1,20.922086
1.0,1,20.922735
1.0,1,20.923376
1.0,1,20.924006
1.0,1,20.924654
1.0,1,20.925286
-1.0,1,20.925911
1.0,1,20.926557
-1.0,1,20.927275
1.0,1,20.927932
1.0,1,20.928729
-1.0,1,20.929415
1.0,1,20.930078
1.0,1,20.930765
-1.0,1,20.931428
1.0,1,20.932062
1.0,1,20.932708
1.0,1,20.933341
1.0,1,20.933968
1.0,1,20.93462
-1.0,1,20.935255
1.0,1,20.935888
1.0,1,20.936541
1.0,1,20.93722
1.0,1,20.937905
1.0,1,20.938658
1.0,1,20.939291
1.0,1,20.939929
-1.0,1,20.940578
1.0,1,20.941193
1.0,1,20.941839
1.0,1,20.942478
-1.0,1,20.943108
1.0,1,20.943756
1.0,1,20.944397
1.0,1,20.945028
1.0,1,20.945675
1.0,1,20.946311
-1.0,1,20.946961
1.0,1,20.947725
1.0,1,20.948482
1.0,1,20.949112
1.0,1,20.949761
1.0,1,20.950402
1.0,1,20.951056
1.0,1,20.951703
1.0,1,20.952341
1.0,1,20.95297
1.0,1,20.953623
1.0,1,20.954262
-1.0,1,20.954898
1.0,1,20.95555
-1.0,1,20.956174
-1.0,1,20.956828
1.0,1,20.957582
-1.0,1,20.958296
1.0,1,20.958948
1.0,1,20.959599
1.0,1,20.960219
1.0,1,20.960885
1.0,1,20.961537
1.0,1,20.962213
1.0,1,20.962922
1.0,1,20.963572
1.0,1,20.964191
1.0,1,20.964849
-1.0,1,20.965512
1.0,1,20.966141
1.0,1,20.966794
1.0,1,20.967568
1.0,1,20.968276
1.0,1,20.968954
1.0,1,20.969612
1.0,1,20.970253
-1.0,1,20.970891
1.0,1,20.971568
-1.0,1,20.972218
1.0,1,20.972939
1.0,1,20.973598
-1.0,1,20.974218
1.0,1,20.97487
1.0,1,20.975551
-1.0,1,20.976173
-1.0,1,20.97683
1.0,1,20.977587
1.0,1,20.978296
1.0,1,20.978964
1.0,1,20.979625
1.0,1,20.980263
1.0,1,20.980899
1.0,1,20.981559
1.0,1,20.982177
1.0,1,20.982826
1.0,1,20.983473
1.0,1,20.984102
1.0,1,20.984758
1.0,1,20.988904
1.0,1,20.989567
1.0,1,20.990195
1.0,1,20.990857
1.0,1,20.991512
1.0,1,20.992138
1.0,1,20.992791
1.0,1,20.993437
1.0,1,20.994075
1.0,1,20.994726
-1.0,1,20.995372
1.0,1,20.996011
1.0,1,20.996673
1.0,1,20.997442
1.0,1,20.998116
1.0,1,20.998828
1.0,1,20.999474
1.0,1,21.00011
1.0,1,21.000764
1.0,1,21.001409
1.0,1,21.002041
1.0,1,21.002697
1.0,1,21.00337
1.0,1,21.004085
1.0,1,21.00474
1.0,1,21.005384
1.0,1,21.00602
-1.0,1,21.006694
-1.0,1,21.00751
1.0,1,21.00824
1.0,1,21.008927
-1.0,1,21.009585
1.0,1,21.010208
1.0,1,21.01087
1.0,1,21.011579
1.0,1,21.012251
1.0,1,21.012913
1.0,1,21.013564
1.0,1,21.014184
-1.0,1,21.014835
1.0,1,21.015481
1.0,1,21.016113
-1.0,1,21.016764
-1.0,1,21.017535
-1.0,1,21.018219
-1.0,1,21.018909
1.0,1,21.019587
1.0,1,21.020208
1.0,1,21.020865
-1.0,1,21.021528
1.0,1,21.02215
1.0,1,21.0228
1.0,1,21.023487
1.0,1,21.02419
-1.0,1,21.024836
1.0,1,21.025479
1.0,1,21.026115
1.0,1,21.026831
1.0,1,21.027713
1.0,1,21.028474
1.0,1,21.02911
1.0,1,21.029771
1.0,1,21.030414
-1.0,1,21.031046
-1.0,1,21.031698
1.0,1,21.032338
1.0,1,21.03297
1.0,1,21.033639
-1.0,1,21.034282
-1.0,1,21.034914
1.0,1,21.035567
-1.0,1,21.036186
1.0,1,21.036835
-1.0,1,21.037592
1.0,1,21.038306
1.0,1,21.038962
1.0,1,21.039613
1.0,1,21.040247
1.0,1,21.040884
1.0,1,21.041535
-1.0,1,21.042158
-1.0,1,21.042811
-1.0,1,21.04358
-1.0,1,21.04427
-1.0,1,21.044948
-1.0,1,21.045668
-1.0,1,21.046428
1.0,1,21.047217
1.0,1,21.047981
1.0,1,21.048779
1.0,1,21.049551
1.0,1,21.050291
1.0,1,21.050959
1.0,1,21.051672
-1.0,1,21.052462
1.0,1,21.053214
1.0,1,21.053923
1.0,1,21.05465
1.0,1,21.055343
1.0,1,21.056049
1.0,1,21.056757
-1.0,1,21.057525
1.0,1,21.058204
1.0,1,21.058927
1.0,1,21.059582
1.0,1,21.060202
1.0,1,21.060862
1.0,1,21.062154
-1.0,1,21.063412
-1.0,1,21.064058
-1.0,1,21.064717
-1.0,1,21.065363
1.0,1,21.06601
-1.0,1,21.066737
1.0,1,21.067565
1.0,1,21.068318
1.0,1,21.068974
-1.0,1,21.069628
1.0,1,21.070267
1.0,1,21.070948
1.0,1,21.071601
1.0,1,21.072223
-1.0,1,21.072935
1.0,1,21.073585
1.0,1,21.074205
-1.0,1,21.074864
-1.0,1,21.075521
-1.0,1,21.07614
1.0,1,21.076796
1.0,1,21.077552
1.0,1,21.078235
1.0,1,21.078932
-1.0,1,21.079589
1.0,1,21.08021
1.0,1,21.080877
-1.0,1,21.081527
1.0,1,21.082151
1.0,1,21.082799
1.0,1,21.083439
1.0,1,21.084068
1.0,1,21.08472
1.0,1,21.085361
1.0,1,21.085993
1.0,1,21.086643
1.0,1,21.087397
1.0,1,21.088098
1.0,1,21.088823
1.0,1,21.089463
1.0,1,21.090151
1.0,1,21.090819
1.0,1,21.091458
1.0,1,21.092088
1.0,1,21.092738
1.0,1,21.093375
1.0,1,21.094001
-1.0,1,21.094652
1.0,1,21.095285
1.0,1,21.095914
1.0,1,21.096584
1.0,1,21.097286
1.0,1,21.097952
-1.0,1,21.098727
1.0,1,21.099365
1.0,1,21.09999
1.0,1,21.100641
-1.0,1,21.101274
1.0,1,21.101902
1.0,1,21.102585
1.0,1,21.1032
1.0,1,21.104021
1.0,1,21.104686
1.0,1,21.10534
1.0,1,21.106096
1.0,1,21.106893
1.0,1,21.107742
-1.0,1,21.108563
1.0,1,21.109224
-1.0,1,21.109956
1.0,1,21.110656
1.0,1,21.111342
1.0,1,21.112018
-1.0,1,21.112743
1.0,1,21.113386
1.0,1,21.114021
1.0,1,21.11472
1.0,1,21.115483
1.0,1,21.116136
1.0,1,21.11684
1.0,1,21.117625
1.0,1,21.118398
1.0,1,21.119073
1.0,1,21.119768
1.0,1,21.120438
1.0,1,21.121119
1.0,1,21.121827
1.0,1,21.122536
-1.0,1,21.123223
1.0,1,21.123921
1.0,1,21.12464
1.0,1,21.125315
1.0,1,21.125994
1.0,1,21.126693
1.0,1,21.12749
1.0,1,21.128276
1.0,1,21.128976
1.0,1,21.129681
1.0,1,21.130393
1.0,1,21.131114
1.0,1,21.131861
1.0,1,21.132591
1.0,1,21.133292
1.0,1,21.133968
1.0,1,21.134667
1.0,1,21.135382
1.0,1,21.136082
1.0,1,21.136835
1.0,1,21.137658
1.0,1,21.138457
1.0,1,21.139156
1.0,1,21.139852
1.0,1,21.140592
1.0,1,21.141319
1.0,1,21.142001
1.0,1,21.14271
-1.0,1,21.14356
1.0,1,21.144258
-1.0,1,21.144956
1.0,1,21.145736
1.0,1,21.146493
1.0,1,21.147286
1.0,1,21.148033
1.0,1,21.148864
1.0,1,21.149567
1.0,1,21.150224
1.0,1,21.150956
1.0,1,21.151665
1.0,1,21.152323
1.0,1,21.152998
1.0,1,21.153692
1.0,1,21.154363
1.0,1,21.155051
1.0,1,21.155832
