#{"t_start": 1746947258.6964107, "env_id": "None"}
r,l,t
-1.0,1,17.691967
1.0,1,17.692647
1.0,1,17.69345
1.0,1,17.694152
1.0,1,17.694863
-1.0,1,17.695591
1.0,1,17.69648
1.0,1,17.697364
1.0,1,17.698188
1.0,1,17.69901
1.0,1,17.699755
1.0,1,17.700456
1.0,1,17.701166
-1.0,1,17.701899
1.0,1,17.702569
-1.0,1,17.703219
-1.0,1,17.70392
-1.0,1,17.704649
-1.0,1,17.705368
1.0,1,17.706038
-1.0,1,17.706799
1.0,1,17.707778
1.0,1,17.70857
1.0,1,17.709219
1.0,1,17.709941
1.0,1,17.71069
1.0,1,17.711381
1.0,1,17.712073
1.0,1,17.712782
1.0,1,17.713547
-1.0,1,17.714262
-1.0,1,17.7149
-1.0,1,17.715568
-1.0,1,17.716213
-1.0,1,17.716962
-1.0,1,17.71769
-1.0,1,17.718455
1.0,1,17.719091
1.0,1,17.719755
1.0,1,17.720423
-1.0,1,17.721057
-1.0,1,17.721831
1.0,1,17.722529
1.0,1,17.723331
1.0,1,17.724179
-1.0,1,17.725029
1.0,1,17.72583
1.0,1,17.726672
1.0,1,17.727528
1.0,1,17.728361
1.0,1,17.729069
-1.0,1,17.729814
1.0,1,17.730601
1.0,1,17.731422
1.0,1,17.732141
1.0,1,17.732896
1.0,1,17.733735
1.0,1,17.734553
1.0,1,17.735353
-1.0,1,17.736159
1.0,1,17.737008
-1.0,1,17.737852
1.0,1,17.738619
1.0,1,17.739404
1.0,1,17.7401
1.0,1,17.740761
-1.0,1,17.741426
-1.0,1,17.742059
1.0,1,17.742778
1.0,1,17.743457
1.0,1,17.744091
1.0,1,17.744808
1.0,1,17.745645
1.0,1,17.746333
1.0,1,17.747118
1.0,1,17.747976
-1.0,1,17.74875
-1.0,1,17.749495
1.0,1,17.750225
1.0,1,17.751005
1.0,1,17.751749
-1.0,1,17.752652
-1.0,1,17.75344
1.0,1,17.754926
-1.0,1,17.757415
-1.0,1,17.758791
1.0,1,17.759897
-1.0,1,17.760905
-1.0,1,17.761759
-1.0,1,17.762567
-1.0,1,17.763381
1.0,1,17.764105
-1.0,1,17.764858
1.0,1,17.765617
1.0,1,17.766366
1.0,1,17.767159
-1.0,1,17.76805
1.0,1,17.768737
1.0,1,17.769576
1.0,1,17.770267
-1.0,1,17.770904
1.0,1,17.771564
1.0,1,17.772193
1.0,1,17.772855
1.0,1,17.773511
-1.0,1,17.774137
-1.0,1,17.774877
-1.0,1,17.775591
1.0,1,17.776227
-1.0,1,17.776969
1.0,1,17.777673
1.0,1,17.778437
1.0,1,17.779118
-1.0,1,17.779829
1.0,1,17.780508
1.0,1,17.781185
1.0,1,17.781931
-1.0,1,17.782618
1.0,1,17.783271
1.0,1,17.783962
-1.0,1,17.784688
-1.0,1,17.785405
-1.0,1,17.786083
-1.0,1,17.786821
-1.0,1,17.787676
-1.0,1,17.788461
1.0,1,17.789087
1.0,1,17.789741
1.0,1,17.790409
-1.0,1,17.791038
1.0,1,17.791695
-1.0,1,17.792351
1.0,1,17.792978
-1.0,1,17.79364
1.0,1,17.794298
1.0,1,17.794926
1.0,1,17.795585
1.0,1,17.796222
1.0,1,17.797021
1.0,1,17.797711
-1.0,1,17.798478
1.0,1,17.799104
1.0,1,17.799781
1.0,1,17.80044
1.0,1,17.801065
1.0,1,17.801764
1.0,1,17.802423
1.0,1,17.804787
1.0,1,17.805484
1.0,1,17.806129
-1.0,1,17.806899
1.0,1,17.807741
1.0,1,17.808571
1.0,1,17.809317
1.0,1,17.809969
1.0,1,17.810667
1.0,1,17.811334
-1.0,1,17.81198
1.0,1,17.812715
-1.0,1,17.813405
-1.0,1,17.814103
1.0,1,17.814834
1.0,1,17.815563
1.0,1,17.816221
1.0,1,17.816974
1.0,1,17.817724
1.0,1,17.818495
1.0,1,17.819125
-1.0,1,17.819783
1.0,1,17.820451
-1.0,1,17.82108
1.0,1,17.821748
-1.0,1,17.822411
-1.0,1,17.82304
-1.0,1,17.823694
-1.0,1,17.824356
1.0,1,17.82499
-1.0,1,17.825647
1.0,1,17.826312
1.0,1,17.827031
1.0,1,17.827905
-1.0,1,17.828704
-1.0,1,17.829412
1.0,1,17.830093
1.0,1,17.830842
1.0,1,17.831504
1.0,1,17.832132
1.0,1,17.832793
1.0,1,17.833453
1.0,1,17.834081
1.0,1,17.834822
-1.0,1,17.83553
-1.0,1,17.836242
-1.0,1,17.837004
1.0,1,17.837877
1.0,1,17.838662
1.0,1,17.839338
1.0,1,17.840016
-1.0,1,17.840778
1.0,1,17.841505
1.0,1,17.842265
1.0,1,17.842949
1.0,1,17.843704
1.0,1,17.84437
1.0,1,17.845
1.0,1,17.845696
-1.0,1,17.846375
1.0,1,17.84731
1.0,1,17.848157
1.0,1,17.848826
-1.0,1,17.84949
1.0,1,17.85012
1.0,1,17.850782
1.0,1,17.851503
1.0,1,17.852188
-1.0,1,17.852849
1.0,1,17.853508
1.0,1,17.854135
-1.0,1,17.854876
1.0,1,17.855623
-1.0,1,17.856282
1.0,1,17.857069
-1.0,1,17.857794
1.0,1,17.858655
-1.0,1,17.859324
-1.0,1,17.860005
1.0,1,17.860662
1.0,1,17.861321
-1.0,1,17.861949
-1.0,1,17.862607
1.0,1,17.863262
-1.0,1,17.863934
1.0,1,17.864644
1.0,1,17.865305
1.0,1,17.865936
-1.0,1,17.866596
-1.0,1,17.867449
-1.0,1,17.868268
1.0,1,17.869009
1.0,1,17.869722
1.0,1,17.870479
-1.0,1,17.871157
-1.0,1,17.871871
1.0,1,17.872537
-1.0,1,17.873166
1.0,1,17.87383
-1.0,1,17.874489
-1.0,1,17.875119
-1.0,1,17.875781
-1.0,1,17.876493
1.0,1,17.877296
1.0,1,17.878047
1.0,1,17.87876
-1.0,1,17.879449
1.0,1,17.880077
-1.0,1,17.880736
-1.0,1,17.881408
1.0,1,17.882037
1.0,1,17.882689
1.0,1,17.883346
1.0,1,17.883976
1.0,1,17.88464
1.0,1,17.885298
1.0,1,17.885925
-1.0,1,17.886584
1.0,1,17.887395
1.0,1,17.88814
1.0,1,17.888797
-1.0,1,17.889459
1.0,1,17.890088
1.0,1,17.890746
1.0,1,17.891404
1.0,1,17.892084
1.0,1,17.892818
1.0,1,17.893475
1.0,1,17.894101
1.0,1,17.894783
-1.0,1,17.895461
-1.0,1,17.896089
1.0,1,17.896836
1.0,1,17.897618
1.0,1,17.898395
1.0,1,17.899078
1.0,1,17.899737
1.0,1,17.900393
-1.0,1,17.901022
1.0,1,17.901685
1.0,1,17.902339
1.0,1,17.902966
1.0,1,17.903623
-1.0,1,17.904282
1.0,1,17.904911
1.0,1,17.905595
1.0,1,17.906244
-1.0,1,17.906938
-1.0,1,17.907691
1.0,1,17.90848
-1.0,1,17.909104
-1.0,1,17.909762
1.0,1,17.910423
1.0,1,17.911047
1.0,1,17.911742
1.0,1,17.912413
1.0,1,17.91304
1.0,1,17.913692
-1.0,1,17.914347
-1.0,1,17.914973
-1.0,1,17.915689
-1.0,1,17.916413
-1.0,1,17.917147
-1.0,1,17.91784
1.0,1,17.918629
-1.0,1,17.919283
1.0,1,17.91991
1.0,1,17.92057
-1.0,1,17.921192
-1.0,1,17.921846
1.0,1,17.922501
1.0,1,17.923123
1.0,1,17.923779
1.0,1,17.924481
1.0,1,17.925105
1.0,1,17.925757
-1.0,1,17.92647
1.0,1,17.927329
-1.0,1,17.928104
-1.0,1,17.92876
1.0,1,17.929417
-1.0,1,17.930066
1.0,1,17.93072
1.0,1,17.931376
1.0,1,17.932001
-1.0,1,17.932662
-1.0,1,17.933319
1.0,1,17.933944
1.0,1,17.934597
-1.0,1,17.935228
1.0,1,17.935869
1.0,1,17.936523
1.0,1,17.937307
1.0,1,17.938005
1.0,1,17.938704
1.0,1,17.939357
1.0,1,17.939982
-1.0,1,17.940633
-1.0,1,17.941284
1.0,1,17.941908
1.0,1,17.942566
1.0,1,17.94319
1.0,1,17.943838
-1.0,1,17.944511
-1.0,1,17.945136
-1.0,1,17.94579
1.0,1,17.946452
-1.0,1,17.947197
-1.0,1,17.947936
-1.0,1,17.948645
1.0,1,17.949294
1.0,1,17.949918
1.0,1,17.95057
1.0,1,17.951192
-1.0,1,17.951843
-1.0,1,17.952496
-1.0,1,17.953117
1.0,1,17.95377
1.0,1,17.954423
-1.0,1,17.955044
-1.0,1,17.955694
1.0,1,17.956349
-1.0,1,17.957051
1.0,1,17.957761
1.0,1,17.958507
-1.0,1,17.959187
-1.0,1,17.959842
1.0,1,17.960493
-1.0,1,17.961116
1.0,1,17.961765
-1.0,1,17.962422
-1.0,1,17.963043
1.0,1,17.963923
1.0,1,17.964583
1.0,1,17.965219
1.0,1,17.965862
-1.0,1,17.966515
-1.0,1,17.96732
-1.0,1,17.968059
1.0,1,17.968746
1.0,1,17.969426
-1.0,1,17.970137
-1.0,1,17.970791
-1.0,1,17.971446
1.0,1,17.97207
1.0,1,17.972728
1.0,1,17.97338
1.0,1,17.974006
1.0,1,17.974654
1.0,1,17.975303
1.0,1,17.975926
1.0,1,17.976577
1.0,1,17.977345
-1.0,1,17.97805
-1.0,1,17.978737
1.0,1,17.979393
1.0,1,17.980017
-1.0,1,17.980667
1.0,1,17.981314
-1.0,1,17.981936
1.0,1,17.982587
-1.0,1,17.983216
1.0,1,17.98386
-1.0,1,17.984518
-1.0,1,17.985142
-1.0,1,17.985798
-1.0,1,17.986468
1.0,1,17.987216
1.0,1,17.987987
1.0,1,17.98871
1.0,1,17.989442
1.0,1,17.990072
-1.0,1,17.990727
1.0,1,17.991384
1.0,1,17.992007
-1.0,1,17.992657
-1.0,1,17.993307
-1.0,1,17.993928
1.0,1,17.994579
1.0,1,17.995199
1.0,1,17.995853
1.0,1,17.996507
1.0,1,17.997276
1.0,1,17.997966
-1.0,1,17.998665
1.0,1,17.999314
1.0,1,17.999936
1.0,1,18.000588
-1.0,1,18.001223
-1.0,1,18.001868
1.0,1,18.002526
1.0,1,18.003155
1.0,1,18.003812
-1.0,1,18.004486
-1.0,1,18.00512
-1.0,1,18.005777
1.0,1,18.006444
1.0,1,18.007185
1.0,1,18.007959
1.0,1,18.008676
1.0,1,18.009329
1.0,1,18.009953
1.0,1,18.010614
-1.0,1,18.011304
-1.0,1,18.011967
-1.0,1,18.012665
1.0,1,18.013346
1.0,1,18.013974
-1.0,1,18.014633
1.0,1,18.015285
-1.0,1,18.015911
1.0,1,18.016615
1.0,1,18.017382
1.0,1,18.018116
-1.0,1,18.018772
1.0,1,18.019433
-1.0,1,18.02006
-1.0,1,18.020713
1.0,1,18.021372
-1.0,1,18.021997
-1.0,1,18.022652
1.0,1,18.023309
1.0,1,18.023938
-1.0,1,18.024594
1.0,1,18.027148
-1.0,1,18.028009
1.0,1,18.028905
-1.0,1,18.029626
-1.0,1,18.030313
1.0,1,18.030966
-1.0,1,18.031655
1.0,1,18.03233
1.0,1,18.032978
1.0,1,18.033658
1.0,1,18.034332
1.0,1,18.034981
1.0,1,18.035663
1.0,1,18.036345
1.0,1,18.037086
-1.0,1,18.037812
1.0,1,18.038568
-1.0,1,18.039222
1.0,1,18.039884
-1.0,1,18.040558
-1.0,1,18.041199
-1.0,1,18.041896
1.0,1,18.042575
-1.0,1,18.043227
1.0,1,18.043941
1.0,1,18.044622
1.0,1,18.045292
1.0,1,18.045988
1.0,1,18.046721
1.0,1,18.047586
-1.0,1,18.048392
1.0,1,18.049033
-1.0,1,18.049704
-1.0,1,18.050378
1.0,1,18.051021
-1.0,1,18.051698
1.0,1,18.052368
1.0,1,18.053009
1.0,1,18.053677
1.0,1,18.05437
-1.0,1,18.055071
-1.0,1,18.055791
1.0,1,18.056466
-1.0,1,18.057408
1.0,1,18.058244
1.0,1,18.05894
-1.0,1,18.059624
-1.0,1,18.060328
-1.0,1,18.061022
1.0,1,18.061703
1.0,1,18.062377
1.0,1,18.063017
1.0,1,18.063689
1.0,1,18.064361
-1.0,1,18.065003
-1.0,1,18.06568
-1.0,1,18.066353
1.0,1,18.067093
1.0,1,18.067874
-1.0,1,18.068618
1.0,1,18.069285
-1.0,1,18.069928
1.0,1,18.070601
1.0,1,18.071268
1.0,1,18.071908
-1.0,1,18.072579
1.0,1,18.073243
1.0,1,18.073887
-1.0,1,18.074553
1.0,1,18.075192
-1.0,1,18.075867
1.0,1,18.076536
1.0,1,18.07734
1.0,1,18.078084
-1.0,1,18.078771
1.0,1,18.07944
1.0,1,18.080076
-1.0,1,18.080748
-1.0,1,18.081416
1.0,1,18.082088
1.0,1,18.08281
-1.0,1,18.083483
-1.0,1,18.084123
1.0,1,18.08479
1.0,1,18.085462
-1.0,1,18.0861
1.0,1,18.086794
-1.0,1,18.087544
-1.0,1,18.088331
-1.0,1,18.08897
-1.0,1,18.089662
-1.0,1,18.09034
-1.0,1,18.090979
1.0,1,18.091646
1.0,1,18.092315
1.0,1,18.092951
1.0,1,18.093724
-1.0,1,18.094457
1.0,1,18.095095
-1.0,1,18.095764
-1.0,1,18.096483
-1.0,1,18.097292
-1.0,1,18.098047
1.0,1,18.098749
-1.0,1,18.099478
-1.0,1,18.100118
1.0,1,18.100788
1.0,1,18.10146
-1.0,1,18.102096
1.0,1,18.102764
-1.0,1,18.103435
-1.0,1,18.104074
1.0,1,18.104743
1.0,1,18.105413
-1.0,1,18.106104
1.0,1,18.106996
1.0,1,18.107852
1.0,1,18.10859
1.0,1,18.109251
-1.0,1,18.109893
-1.0,1,18.11056
-1.0,1,18.111201
-1.0,1,18.111867
1.0,1,18.112532
-1.0,1,18.113171
1.0,1,18.113913
-1.0,1,18.114663
-1.0,1,18.115331
1.0,1,18.115968
1.0,1,18.116636
-1.0,1,18.117439
1.0,1,18.118183
-1.0,1,18.118856
-1.0,1,18.119527
1.0,1,18.120174
1.0,1,18.120891
1.0,1,18.121587
1.0,1,18.122251
-1.0,1,18.122891
-1.0,1,18.123587
1.0,1,18.124249
1.0,1,18.124892
-1.0,1,18.125559
1.0,1,18.126195
1.0,1,18.126917
1.0,1,18.127679
-1.0,1,18.128468
1.0,1,18.129107
1.0,1,18.129772
1.0,1,18.130441
-1.0,1,18.131076
1.0,1,18.131739
1.0,1,18.132407
1.0,1,18.133042
-1.0,1,18.133707
1.0,1,18.134372
1.0,1,18.135005
-1.0,1,18.13567
1.0,1,18.136333
1.0,1,18.13705
1.0,1,18.13774
1.0,1,18.138519
-1.0,1,18.139152
1.0,1,18.139812
1.0,1,18.140477
-1.0,1,18.141111
1.0,1,18.141784
-1.0,1,18.14245
-1.0,1,18.143086
-1.0,1,18.143749
1.0,1,18.144414
-1.0,1,18.145048
1.0,1,18.145709
1.0,1,18.146375
1.0,1,18.147096
1.0,1,18.147812
-1.0,1,18.148566
1.0,1,18.149198
1.0,1,18.149899
1.0,1,18.150636
-1.0,1,18.151299
1.0,1,18.151988
-1.0,1,18.152673
1.0,1,18.153348
-1.0,1,18.153981
1.0,1,18.154655
-1.0,1,18.155389
1.0,1,18.156027
1.0,1,18.156707
1.0,1,18.157475
-1.0,1,18.158252
1.0,1,18.158889
1.0,1,18.159616
1.0,1,18.160273
-1.0,1,18.16097
1.0,1,18.161638
-1.0,1,18.162301
1.0,1,18.162942
-1.0,1,18.163607
1.0,1,18.164284
-1.0,1,18.164918
1.0,1,18.165639
1.0,1,18.166303
1.0,1,18.167006
-1.0,1,18.167908
1.0,1,18.168673
1.0,1,18.169343
1.0,1,18.170011
-1.0,1,18.170671
-1.0,1,18.171335
-1.0,1,18.171967
1.0,1,18.172663
1.0,1,18.17336
1.0,1,18.173994
1.0,1,18.174756
-1.0,1,18.175425
-1.0,1,18.176126
1.0,1,18.176892
1.0,1,18.177664
1.0,1,18.178432
-1.0,1,18.179082
1.0,1,18.179746
-1.0,1,18.180401
1.0,1,18.181048
-1.0,1,18.18171
1.0,1,18.182362
1.0,1,18.183006
1.0,1,18.183674
1.0,1,18.184327
1.0,1,18.184969
1.0,1,18.185639
1.0,1,18.186289
1.0,1,18.186996
1.0,1,18.18775
1.0,1,18.18852
1.0,1,18.189154
1.0,1,18.189815
1.0,1,18.190479
-1.0,1,18.191113
1.0,1,18.191776
1.0,1,18.192514
-1.0,1,18.193194
-1.0,1,18.193868
1.0,1,18.194543
1.0,1,18.195179
-1.0,1,18.195848
-1.0,1,18.196524
-1.0,1,18.19732
1.0,1,18.198128
-1.0,1,18.198841
1.0,1,18.199513
-1.0,1,18.200145
1.0,1,18.200813
1.0,1,18.201479
-1.0,1,18.202116
1.0,1,18.202818
1.0,1,18.203487
1.0,1,18.204122
1.0,1,18.204789
1.0,1,18.205442
1.0,1,18.206091
1.0,1,18.206822
-1.0,1,18.207732
-1.0,1,18.208534
1.0,1,18.209166
-1.0,1,18.209832
-1.0,1,18.210495
1.0,1,18.21113
1.0,1,18.211793
1.0,1,18.212446
1.0,1,18.213091
1.0,1,18.213751
-1.0,1,18.214408
1.0,1,18.215055
1.0,1,18.215719
1.0,1,18.216374
1.0,1,18.217099
-1.0,1,18.217801
-1.0,1,18.21855
-1.0,1,18.219185
1.0,1,18.219855
1.0,1,18.220522
1.0,1,18.221156
-1.0,1,18.221823
1.0,1,18.222489
-1.0,1,18.223124
1.0,1,18.223822
1.0,1,18.224508
1.0,1,18.225143
-1.0,1,18.225811
1.0,1,18.226482
1.0,1,18.227302
1.0,1,18.228167
1.0,1,18.228856
-1.0,1,18.229524
1.0,1,18.230156
-1.0,1,18.230819
1.0,1,18.231483
-1.0,1,18.232117
1.0,1,18.232778
-1.0,1,18.233434
1.0,1,18.23408
1.0,1,18.234747
-1.0,1,18.235409
-1.0,1,18.236061
-1.0,1,18.236733
1.0,1,18.237541
1.0,1,18.238309
1.0,1,18.238954
-1.0,1,18.239622
1.0,1,18.240268
1.0,1,18.240916
-1.0,1,18.241579
1.0,1,18.24221
-1.0,1,18.242871
-1.0,1,18.243532
-1.0,1,18.244164
-1.0,1,18.244828
-1.0,1,18.245543
1.0,1,18.246231
1.0,1,18.246945
1.0,1,18.247713
-1.0,1,18.248524
1.0,1,18.249182
1.0,1,18.249846
-1.0,1,18.250518
-1.0,1,18.251152
1.0,1,18.251813
1.0,1,18.252478
-1.0,1,18.253112
1.0,1,18.253776
-1.0,1,18.254431
1.0,1,18.255082
1.0,1,18.25575
-1.0,1,18.256408
-1.0,1,18.257162
1.0,1,18.257872
1.0,1,18.258603
1.0,1,18.259261
1.0,1,18.259959
1.0,1,18.260632
1.0,1,18.261286
1.0,1,18.261935
-1.0,1,18.262604
-1.0,1,18.263277
1.0,1,18.263924
-1.0,1,18.264596
-1.0,1,18.265249
1.0,1,18.265899
-1.0,1,18.266567
1.0,1,18.267367
1.0,1,18.268168
1.0,1,18.268832
1.0,1,18.2695
-1.0,1,18.270133
1.0,1,18.270801
1.0,1,18.271471
1.0,1,18.272109
1.0,1,18.272776
1.0,1,18.273433
1.0,1,18.274081
1.0,1,18.274747
1.0,1,18.275471
-1.0,1,18.276162
1.0,1,18.278865
1.0,1,18.279551
1.0,1,18.280197
1.0,1,18.280871
1.0,1,18.281543
1.0,1,18.282183
1.0,1,18.282854
1.0,1,18.283529
1.0,1,18.28417
-1.0,1,18.284841
-1.0,1,18.28552
1.0,1,18.286167
1.0,1,18.286877
-1.0,1,18.28763
1.0,1,18.288397
-1.0,1,18.289071
-1.0,1,18.289742
-1.0,1,18.290404
1.0,1,18.29108
1.0,1,18.291749
1.0,1,18.292419
1.0,1,18.293068
1.0,1,18.293766
1.0,1,18.294431
1.0,1,18.295082
1.0,1,18.295756
1.0,1,18.296419
1.0,1,18.297174
1.0,1,18.297881
1.0,1,18.298622
1.0,1,18.29932
-1.0,1,18.299975
-1.0,1,18.300655
-1.0,1,18.301315
-1.0,1,18.302067
-1.0,1,18.302739
-1.0,1,18.303401
-1.0,1,18.304051
1.0,1,18.304724
1.0,1,18.305385
-1.0,1,18.30604
1.0,1,18.306747
1.0,1,18.307604
-1.0,1,18.30839
1.0,1,18.309041
1.0,1,18.309714
1.0,1,18.310412
-1.0,1,18.311091
-1.0,1,18.311761
1.0,1,18.312501
1.0,1,18.313195
1.0,1,18.313865
1.0,1,18.314538
1.0,1,18.315175
1.0,1,18.315845
-1.0,1,18.316522
1.0,1,18.317363
1.0,1,18.318174
-1.0,1,18.318887
-1.0,1,18.319568
1.0,1,18.320207
1.0,1,18.320885
-1.0,1,18.321555
1.0,1,18.322193
1.0,1,18.32292
1.0,1,18.323653
1.0,1,18.324312
1.0,1,18.324964
-1.0,1,18.325639
1.0,1,18.32632
1.0,1,18.327068
1.0,1,18.327909
1.0,1,18.328686
1.0,1,18.329382
1.0,1,18.330036
1.0,1,18.330743
-1.0,1,18.331411
1.0,1,18.33206
-1.0,1,18.332799
1.0,1,18.333496
1.0,1,18.33417
1.0,1,18.334896
1.0,1,18.335615
-1.0,1,18.336293
-1.0,1,18.337038
1.0,1,18.337832
1.0,1,18.338624
-1.0,1,18.339283
-1.0,1,18.339947
-1.0,1,18.340624
1.0,1,18.341282
1.0,1,18.341932
-1.0,1,18.342606
1.0,1,18.34327
1.0,1,18.343921
-1.0,1,18.344596
1.0,1,18.345253
1.0,1,18.345907
1.0,1,18.346583
1.0,1,18.347401
-1.0,1,18.348213
-1.0,1,18.348889
-1.0,1,18.349626
-1.0,1,18.350344
-1.0,1,18.350993
-1.0,1,18.351664
-1.0,1,18.352361
1.0,1,18.353011
1.0,1,18.353682
-1.0,1,18.354373
1.0,1,18.355108
-1.0,1,18.355835
1.0,1,18.356511
1.0,1,18.357261
-1.0,1,18.358169
1.0,1,18.358882
-1.0,1,18.359606
1.0,1,18.360267
-1.0,1,18.360924
1.0,1,18.361604
1.0,1,18.362264
-1.0,1,18.362919
-1.0,1,18.363656
1.0,1,18.36437
1.0,1,18.365016
1.0,1,18.365698
1.0,1,18.36636
1.0,1,18.367081
1.0,1,18.367999
1.0,1,18.368756
1.0,1,18.369426
1.0,1,18.370105
-1.0,1,18.370839
1.0,1,18.371515
1.0,1,18.372151
1.0,1,18.372828
1.0,1,18.373499
1.0,1,18.374136
1.0,1,18.374806
1.0,1,18.37548
1.0,1,18.376119
1.0,1,18.37688
1.0,1,18.37767
-1.0,1,18.378461
-1.0,1,18.379101
1.0,1,18.379773
-1.0,1,18.380432
1.0,1,18.381083
1.0,1,18.381752
1.0,1,18.382415
1.0,1,18.383065
1.0,1,18.38374
-1.0,1,18.384411
1.0,1,18.38506
1.0,1,18.385732
-1.0,1,18.386391
1.0,1,18.387119
1.0,1,18.387903
-1.0,1,18.388662
1.0,1,18.389321
1.0,1,18.38997
1.0,1,18.390643
-1.0,1,18.391303
-1.0,1,18.391954
1.0,1,18.392623
1.0,1,18.393281
1.0,1,18.39393
-1.0,1,18.394596
-1.0,1,18.395248
1.0,1,18.395898
1.0,1,18.396603
1.0,1,18.397416
-1.0,1,18.398242
1.0,1,18.398962
1.0,1,18.399744
-1.0,1,18.400484
-1.0,1,18.401236
-1.0,1,18.401998
1.0,1,18.402727
1.0,1,18.403436
1.0,1,18.40414
-1.0,1,18.404922
-1.0,1,18.40568
1.0,1,18.406432
1.0,1,18.407299
1.0,1,18.408124
1.0,1,18.408955
1.0,1,18.409683
1.0,1,18.410401
1.0,1,18.411098
1.0,1,18.411834
-1.0,1,18.412555
1.0,1,18.413281
-1.0,1,18.41401
1.0,1,18.414686
1.0,1,18.415341
-1.0,1,18.416017
1.0,1,18.416713
1.0,1,18.4175
-1.0,1,18.41828
-1.0,1,18.418989
1.0,1,18.419707
1.0,1,18.420368
-1.0,1,18.421016
-1.0,1,18.421684
-1.0,1,18.422343
1.0,1,18.422993
-1.0,1,18.423665
1.0,1,18.424323
1.0,1,18.424967
1.0,1,18.425643
1.0,1,18.426302
-1.0,1,18.427029
1.0,1,18.42802
-1.0,1,18.428751
1.0,1,18.429431
1.0,1,18.430075
1.0,1,18.430893
-1.0,1,18.431627
1.0,1,18.432276
1.0,1,18.432939
1.0,1,18.433649
1.0,1,18.434364
1.0,1,18.43498
1.0,1,18.435669
1.0,1,18.436363
1.0,1,18.437127
-1.0,1,18.437874
-1.0,1,18.438605
1.0,1,18.43922
-1.0,1,18.439869
-1.0,1,18.440515
1.0,1,18.441128
1.0,1,18.441801
-1.0,1,18.442549
1.0,1,18.443205
-1.0,1,18.443944
1.0,1,18.444601
1.0,1,18.445213
1.0,1,18.445861
1.0,1,18.446537
1.0,1,18.447336
1.0,1,18.448101
-1.0,1,18.448763
-1.0,1,18.449471
1.0,1,18.450108
1.0,1,18.450833
-1.0,1,18.451484
1.0,1,18.452143
1.0,1,18.452856
-1.0,1,18.453618
-1.0,1,18.454395
1.0,1,18.455155
1.0,1,18.455982
1.0,1,18.456754
-1.0,1,18.457636
1.0,1,18.458507
1.0,1,18.459213
1.0,1,18.460038
1.0,1,18.4608
1.0,1,18.461633
1.0,1,18.462386
-1.0,1,18.463073
-1.0,1,18.463879
-1.0,1,18.464651
1.0,1,18.465417
-1.0,1,18.466118
1.0,1,18.466875
1.0,1,18.46771
-1.0,1,18.468518
-1.0,1,18.46918
1.0,1,18.469912
1.0,1,18.470673
1.0,1,18.471367
1.0,1,18.472032
1.0,1,18.472746
-1.0,1,18.473442
1.0,1,18.474079
1.0,1,18.474782
-1.0,1,18.475494
1.0,1,18.476186
1.0,1,18.476926
1.0,1,18.477748
1.0,1,18.478622
1.0,1,18.479277
1.0,1,18.47994
1.0,1,18.480627
-1.0,1,18.481236
1.0,1,18.481937
1.0,1,18.482618
1.0,1,18.48327
1.0,1,18.483932
1.0,1,18.484636
1.0,1,18.485289
1.0,1,18.485968
1.0,1,18.48668
1.0,1,18.487499
-1.0,1,18.48827
1.0,1,18.488891
1.0,1,18.489566
1.0,1,18.490302
-1.0,1,18.490935
1.0,1,18.491632
1.0,1,18.492317
-1.0,1,18.492931
1.0,1,18.493632
1.0,1,18.494348
1.0,1,18.494958
-1.0,1,18.495646
1.0,1,18.496289
1.0,1,18.497014
1.0,1,18.497746
1.0,1,18.498535
1.0,1,18.499153
-1.0,1,18.49988
1.0,1,18.500609
1.0,1,18.501225
-1.0,1,18.50192
1.0,1,18.50266
1.0,1,18.503298
1.0,1,18.503912
-1.0,1,18.504575
-1.0,1,18.505188
1.0,1,18.505852
1.0,1,18.506706
-1.0,1,18.507569
1.0,1,18.508348
-1.0,1,18.508962
-1.0,1,18.50961
1.0,1,18.510225
1.0,1,18.510921
-1.0,1,18.511624
-1.0,1,18.512264
1.0,1,18.512925
1.0,1,18.513566
-1.0,1,18.514179
-1.0,1,18.514821
-1.0,1,18.515471
1.0,1,18.51609
-1.0,1,18.51673
-1.0,1,18.517481
1.0,1,18.518237
1.0,1,18.518879
-1.0,1,18.519533
1.0,1,18.520146
1.0,1,18.520788
1.0,1,18.521442
1.0,1,18.522058
1.0,1,18.522697
-1.0,1,18.523382
-1.0,1,18.523996
1.0,1,18.524641
1.0,1,18.5253
-1.0,1,18.525929
1.0,1,18.526567
1.0,1,18.527362
-1.0,1,18.52817
-1.0,1,18.528873
1.0,1,18.529561
1.0,1,18.53032
-1.0,1,18.531014
1.0,1,18.531689
1.0,1,18.53233
-1.0,1,18.532943
-1.0,1,18.533589
1.0,1,18.534205
1.0,1,18.534912
-1.0,1,18.535558
-1.0,1,18.536223
-1.0,1,18.536957
-1.0,1,18.53776
-1.0,1,18.538557
-1.0,1,18.539236
-1.0,1,18.539932
-1.0,1,18.540577
1.0,1,18.541193
1.0,1,18.541846
1.0,1,18.542489
-1.0,1,18.543103
1.0,1,18.543813
-1.0,1,18.544521
1.0,1,18.545136
1.0,1,18.54583
1.0,1,18.546536
1.0,1,18.547305
-1.0,1,18.548045
-1.0,1,18.548733
-1.0,1,18.549387
-1.0,1,18.550001
1.0,1,18.550643
1.0,1,18.551277
-1.0,1,18.55189
1.0,1,18.552528
